"Start","End","Team","League","Salary","Player","ID","Season"
"1999","00","Dallas Mavericks","NBA","$106,441","Damon Jones","jonesda01","1999-00"
"1999","00","Golden State Warriors","NBA","$70,206","Damon Jones","jonesda01","1999-00"
"2000","01","Vancouver Grizzlies","NBA","$710,000","Damon Jones","jonesda01","2000-01"
"2001","02","Detroit Pistons","NBA","$565,850","Damon Jones","jonesda01","2001-02"
"2002","03","Sacramento Kings","NBA","$637,435","Damon Jones","jonesda01","2002-03"
"2003","04","Milwaukee Bucks","NBA","$751,179","Damon Jones","jonesda01","2003-04"
"2004","05","Miami Heat","NBA","$2,503,000","Damon Jones","jonesda01","2004-05"
"2005","06","Cleveland Cavaliers","NBA","$3,590,000","Damon Jones","jonesda01","2005-06"
"2006","07","Cleveland Cavaliers","NBA","$3,884,678","Damon Jones","jonesda01","2006-07"
"2007","08","Cleveland Cavaliers","NBA","$4,172,432","Damon Jones","jonesda01","2007-08"
"2008","09","Milwaukee Bucks","NBA","$4,460,186","Damon Jones","jonesda01","2008-09"
"2012","13","Orlando Magic","NBA","$473,504","DeQuan Jones","jonesde01","2012-13"
