"Start","End","Age","Team","League","Position","G","MP","PER","True_Shooting_Percentage","three_point_attempt_rate","Free_throw_rate","Offensive_rebound_percentage","Defensive_rebound_percentage","Total_rebound_percentage","Assistant_percentage","Steal_percentage","Block_percentage","Turnover_percentage","UsaGE_percentage","Offensive_win_shares","Defensive_win_shares","win_shares","win_shares_per_48_minutes","Offensive_box_plus_minus","Defensive_box_plus_minus","Box_plus_minus","Value_over_replacement_player","Player","ID","Season"
"2005","06",29,"MIA","NBA","SF",67,1914,9.8,0.572,0.734,0.154,2.1,16.9,9.8,6.8,1.5,0.8,12.1,11.6,1.8,2.4,4.2,0.104,-0.8,1,0.1,1,"James Posey","poseyja01","2005-06"
"2006","07",30,"MIA","NBA","SF",71,1919,12.7,0.579,0.6,0.227,4.2,17.5,11,7.7,2,0.9,10.4,13.1,2.6,2.6,5.2,0.13,-0.3,1.1,0.9,1.4,"James Posey","poseyja01","2006-07"
"2007","08",31,"BOS","NBA","PF",74,1821,12,0.587,0.674,0.278,2.1,18,10.5,9.5,2.1,0.9,12.3,13.5,2.2,4,6.2,0.164,0,2.5,2.5,2.1,"James Posey","poseyja01","2007-08"
"2008","09",32,"NOH","NBA","SG",75,2140,10.8,0.568,0.599,0.279,2.2,18.3,10.2,6,1.5,0.8,11.8,15,1.7,2.6,4.2,0.095,-1.3,0.4,-1,0.6,"James Posey","poseyja01","2008-09"
"2009","10",33,"NOH","NBA","SF",77,1731,8.7,0.525,0.701,0.232,2.1,20.5,11.2,9.3,1.3,0.8,11.8,11.4,1,1.4,2.4,0.067,-2.4,0.6,-1.8,0.1,"James Posey","poseyja01","2009-10"
"2010","11",34,"IND","NBA","SF",49,839,7.5,0.485,0.88,0.062,1.3,18,9.7,6.1,1.4,0.5,8.8,14.3,0,1,1,0.056,-2.6,0.5,-2.1,0,"James Posey","poseyja01","2010-11"
"2000","01",22,"NYK","NBA","SG",26,169,7.2,0.448,0.204,0.5,5.9,11.8,8.9,5,1.3,1,20.5,24,-0.3,0.2,-0.1,-0.027,-4.2,-0.9,-5.1,-0.1,"Lavor Postell","postela01","2000-01"
"2001","02",23,"NYK","NBA","SG",23,179,11,0.456,0.31,0.488,1.3,9.1,5.2,5,1.8,0,9.7,29.4,-0.2,0.1,-0.1,-0.019,-2,-1.5,-3.5,-0.1,"Lavor Postell","postela01","2001-02"
"1996","97",21,"CLE","NBA","C",80,1238,9.5,0.486,0.005,0.296,10.9,12,11.4,6.1,1.2,2.5,18.6,23.7,-1.2,1.7,0.5,0.02,-5.9,-0.7,-6.6,-1.4,"Vitaly Potapenko","potapvi01","1996-97"
"1997","98",22,"CLE","NBA","C",80,1412,11,0.517,0.002,0.295,9.7,17.4,13.6,7.4,1,1.5,19.3,22.4,-0.7,2.2,1.5,0.052,-3.7,-0.4,-4.1,-0.8,"Vitaly Potapenko","potapvi01","1997-98"
"1998","99",23,"TOT","NBA","C",50,1394,13.6,0.52,0.002,0.376,9.3,18.6,13.9,9.4,1.3,2,17.2,19.1,0.7,1.5,2.2,0.076,-1.6,-0.4,-2,0,"Vitaly Potapenko","potapvi01","1998-99"
"1998","99",23,"BOS","NBA","C",33,927,15.1,0.535,0,0.371,10.7,18.3,14.4,10.9,1.4,1.6,17.8,19.5,0.8,1,1.8,0.094,-1,-0.5,-1.6,0.1,"Vitaly Potapenko","potapvi01","1998-99"
"1999","00",24,"BOS","NBA","C",79,1797,13.8,0.527,0.002,0.26,11,21.2,15.8,7.1,1.2,1.2,17.5,20,1,1.5,2.5,0.066,-1.8,-1.7,-3.5,-0.7,"Vitaly Potapenko","potapvi01","1999-00"
"2000","01",25,"BOS","NBA","C",82,1901,12.8,0.517,0,0.303,12.1,18.5,15.2,5.9,1.4,0.9,15.1,16.6,1.8,1.7,3.4,0.087,-2,-1.6,-3.6,-0.8,"Vitaly Potapenko","potapvi01","2000-01"
"2001","02",26,"BOS","NBA","C",79,1343,11.4,0.513,0,0.399,13.3,15.1,14.2,3.6,1.4,1,15.1,14.1,1.3,1.7,3.1,0.111,-3,-0.9,-3.8,-0.6,"Vitaly Potapenko","potapvi01","2001-02"
"2002","03",27,"SEA","NBA","C",26,403,8.2,0.492,0,0.312,7.2,19,13,1.6,1.2,1.6,19.1,15.2,-0.2,0.4,0.2,0.027,-4.6,-0.8,-5.4,-0.3,"Vitaly Potapenko","potapvi01","2002-03"
"2003","04",28,"SEA","NBA","C",65,1419,11.2,0.511,0,0.225,8.4,15.5,12,6.2,0.8,1.5,14.6,17.2,0.8,0.3,1.1,0.037,-2.4,-1.9,-4.3,-0.8,"Vitaly Potapenko","potapvi01","2003-04"
"2004","05",29,"SEA","NBA","C",33,335,14.5,0.581,0.011,0.356,11,17.5,14.2,4.5,1.1,0.7,10.7,15.5,0.8,0.2,1,0.142,-0.6,-0.8,-1.4,0.1,"Vitaly Potapenko","potapvi01","2004-05"
"2005","06",30,"TOT","NBA","C",33,353,7.4,0.535,0,0.239,9.1,12.8,10.9,3.9,0.3,0.4,16.9,12,0.2,-0.1,0.1,0.012,-3.7,-3,-6.7,-0.4,"Vitaly Potapenko","potapvi01","2005-06"
"2005","06",30,"SEA","NBA","C",24,321,7.4,0.518,0,0.266,9.6,13.7,11.7,3.2,0.3,0.5,16.4,11.9,0.2,-0.1,0,0.006,-3.6,-3.2,-6.8,-0.4,"Vitaly Potapenko","potapvi01","2005-06"
"2006","07",23,"BOS","NBA","C",63,720,14.6,0.549,0.011,0.814,15.8,20.1,17.9,2.3,1,2.4,16.4,18.1,0.9,0.8,1.7,0.116,-2.1,-1.7,-3.8,-0.3,"Leon Powe","powele01","2006-07"
"2007","08",24,"BOS","NBA","C",56,809,20.9,0.629,0.004,0.717,14.9,18.3,16.7,3.3,1,1.6,10.8,22.8,2.7,1.6,4.3,0.256,1,-0.7,0.2,0.5,"Leon Powe","powele01","2007-08"
"2008","09",25,"BOS","NBA","PF",70,1227,17.2,0.591,0,0.79,15.1,18.9,17.1,6,1,2.5,14.3,20.2,2.7,2.2,4.9,0.192,-0.5,0.2,-0.3,0.5,"Leon Powe","powele01","2008-09"
"2009","10",26,"CLE","NBA","SF",20,236,10.2,0.515,0,1.286,10.1,20.2,15.4,0,1.3,0.7,12.5,17.3,0.1,0.3,0.5,0.097,-4.6,-1.1,-5.8,-0.2,"Leon Powe","powele01","2009-10"
"2010","11",27,"TOT","NBA","C,PF",30,328,15,0.524,0.017,0.605,8.3,14.2,11.2,3.6,1.6,0.9,7.4,22.4,0.4,0.2,0.6,0.09,-1.7,-1.7,-3.4,-0.1,"Leon Powe","powele01","2010-11"
"2014","15",23,"TOT","NBA","PF",29,236,13.8,0.552,0.164,0.493,8.3,14.9,11.6,5.5,1.9,2.1,11.9,17.5,0.3,0.3,0.6,0.122,-1.7,0.7,-1,0.1,"Dwight Powell","poweldw01","2014-15"
"2014","15",23,"DAL","NBA","PF",24,227,13,0.535,0.177,0.5,8.7,15,11.8,5.7,1.6,2.1,10.6,16.6,0.3,0.2,0.6,0.121,-1.9,0.3,-1.6,0,"Dwight Powell","poweldw01","2014-15"
"2015","16",24,"DAL","NBA","PF",69,992,16.8,0.557,0.054,0.48,9.3,20.9,15.1,7.2,1.8,2,10,18.4,1.8,1.3,3.1,0.151,-0.6,0.7,0.1,0.5,"Dwight Powell","poweldw01","2015-16"
"2016","17",25,"DAL","NBA","C",77,1333,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,2.7,1.9,4.6,0.165,-0.1,1.1,1,1,"Dwight Powell","poweldw01","2016-17"
"2017","18",26,"DAL","NBA","C",79,1672,18.8,0.656,0.195,0.43,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,4.6,2.1,6.6,0.191,0.6,1,1.6,1.5,"Dwight Powell","poweldw01","2017-18"
"2018","19",27,"DAL","NBA","C",77,1662,20.4,0.682,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2,0.9,2.9,2.1,"Dwight Powell","poweldw01","2018-19"
"2019","20",28,"DAL","NBA","C",40,1061,15.9,0.677,0.17,0.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1,3.6,0.162,0.4,0.9,1.3,0.9,"Dwight Powell","poweldw01","2019-20"
"2020","21",29,"DAL","NBA","C",23,346,11.6,0.576,0.119,0.851,7.3,15.6,11.5,7.7,1.8,1.9,14.8,13.8,0.4,0.4,0.8,0.105,-3.4,0.6,-2.9,-0.1,"Dwight Powell","poweldw01","2020-21"
"2005","06",23,"DAL","NBA","PF",37,429,9.2,0.546,0,0.556,8,14.6,11.4,3.2,0.9,0.7,17.9,13.4,0.3,0.4,0.7,0.079,-2.7,-0.9,-3.6,-0.2,"Josh Powell","poweljo01","2005-06"
"2006","07",24,"TOT","NBA","PF",37,353,9.6,0.52,0,0.452,7.4,20.5,13.8,8.7,0.7,2.6,20.6,17.1,-0.1,0.3,0.3,0.036,-5.1,-0.8,-6,-0.4,"Josh Powell","poweljo01","2006-07"
"2006","07",24,"GSW","NBA","PF",30,289,12,0.57,0,0.385,6.3,20.1,13.1,9.1,0.8,3.2,20.8,17,0.1,0.3,0.4,0.065,-3.7,-0.4,-4.1,-0.2,"Josh Powell","poweljo01","2006-07"
"2007","08",25,"LAC","NBA","C",64,1228,10.7,0.5,0.01,0.276,10.7,20.4,15.6,6.4,0.6,1.4,15.5,15.7,0.1,1,1.1,0.042,-3.1,-1.7,-4.9,-0.9,"Josh Powell","poweljo01","2007-08"
"2008","09",26,"LAL","NBA","PF",60,703,9.9,0.479,0,0.209,11.6,16.7,14.1,5.6,0.7,1.9,16.3,19.5,-0.3,0.9,0.6,0.043,-4.6,-1.7,-6.4,-0.8,"Josh Powell","poweljo01","2008-09"
"2009","10",27,"LAL","NBA","PF",63,581,6.7,0.407,0.082,0.16,8.5,13.7,11.2,9,0.8,0.8,13.7,18.6,-0.7,0.7,0,0.001,-5.2,-1.1,-6.3,-0.6,"Josh Powell","poweljo01","2009-10"
"2010","11",28,"ATL","NBA","PF",54,653,8,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,-0.7,0.5,-0.2,-0.012,-5,-2.3,-7.3,-0.9,"Josh Powell","poweljo01","2010-11"
"2015","16",22,"TOR","NBA","SG",49,725,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3,"Norman Powell","powelno01","2015-16"
"2016","17",23,"TOR","NBA","SG",76,1368,14,0.552,0.342,0.314,2.2,11.8,7,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.6,0.1,-0.5,0.5,"Norman Powell","powelno01","2016-17"
"2017","18",24,"TOR","NBA","SG",70,1062,8.5,0.492,0.497,0.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,0.027,-3.2,0.2,-2.9,-0.3,"Norman Powell","powelno01","2017-18"
"2018","19",25,"TOR","NBA","SG",60,1126,13.3,0.596,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1,13.1,19,1,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4,"Norman Powell","powelno01","2018-19"
"2019","20",26,"TOR","NBA","SG",52,1479,16.8,0.624,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2,1.5,"Norman Powell","powelno01","2019-20"
"2020","21",27,"TOR","NBA","SG",34,1006,17.2,0.64,0.465,0.299,1.6,9.9,5.7,9.5,1.9,0.5,10.8,23.5,1.8,0.8,2.5,0.122,1.3,-0.5,0.8,0.7,"Norman Powell","powelno01","2020-21"
"2017","18",24,"IND","NBA","PF",25,104,7.8,0.5,0.423,0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12,0.1,0.1,0.1,0.066,-3.8,-1.3,-5.1,-0.1,"Alex Poythress","poythal01","2017-18"
"2018","19",25,"ATL","NBA","PF",21,305,12.2,0.571,0.284,0.358,9.8,16.6,13.1,7.7,0.6,2.8,12.2,14.2,0.4,0.2,0.5,0.086,-2.5,-1,-3.5,-0.1,"Alex Poythress","poythal01","2018-19"
"1984","85",26,"MIL","NBA","SF",80,2876,17.6,0.577,0.022,0.45,5.8,10.7,8.3,25.8,2.2,1.2,18.2,19.2,5.2,4.4,9.6,0.16,2.6,1.6,4.2,4.5,"Paul Pressey","presspa01","1984-85"
"1985","86",27,"MIL","NBA","SF",80,2704,18.6,0.564,0.052,0.465,5.3,11.1,8.2,30.4,2.9,1.5,19.1,18.6,5.1,4.7,9.8,0.174,3.3,2.4,5.7,5.3,"Paul Pressey","presspa01","1985-86"
"1986","87",28,"MIL","NBA","SF",61,2057,16.7,0.556,0.089,0.532,5.2,10.8,8,29.3,2.6,1.4,19.7,18.8,2.6,2.9,5.5,0.129,1.9,1.6,3.5,2.9,"Paul Pressey","presspa01","1986-87"
"1987","88",29,"MIL","NBA","SG",75,2484,17,0.572,0.056,0.509,5.9,11.1,8.5,29.6,2.2,0.8,18.7,17.9,4.3,2.7,7.1,0.136,1.8,1.3,3,3.2,"Paul Pressey","presspa01","1987-88"
"1988","89",30,"MIL","NBA","SG",67,2170,15,0.539,0.085,0.372,3.8,10.2,7,28.1,2.7,1.3,19.6,17.9,2.1,2.7,4.8,0.105,0.6,1.5,2.2,2.3,"Paul Pressey","presspa01","1988-89"
"1989","90",31,"MIL","NBA","SG",57,1400,15.9,0.533,0.085,0.375,4.8,9.4,7,25.6,2.5,1,15.6,20.9,1.6,1.4,3,0.102,0.5,0.8,1.3,1.2,"Paul Pressey","presspa01","1989-90"
"1990","91",32,"SAS","NBA","SG",70,1683,11.4,0.545,0.134,0.312,3.5,7.9,5.8,21.8,1.8,1.1,21.2,15.2,1,2.2,3.2,0.09,-1.2,1.1,-0.1,0.8,"Paul Pressey","presspa01","1990-91"
"1991","92",33,"SAS","NBA","SG",56,759,8,0.422,0.13,0.255,3.2,10.4,6.8,24.2,1.9,1.5,26.3,13.5,-0.7,1,0.3,0.019,-3.7,1.5,-2.2,0,"Paul Pressey","presspa01","1991-92"
"2013","14",22,"BOS","NBA","PG",75,1132,8.8,0.39,0.419,0.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1,1.1,0.1,0.005,-3.8,0.5,-3.3,-0.4,"Phil Pressey","pressph01","2013-14"
"2014","15",23,"BOS","NBA","PG",50,600,11.8,0.453,0.374,0.282,2.3,12.4,7.3,28,2.5,0.8,17.3,17.3,0,0.7,0.8,0.06,-2.2,1,-1.2,0.1,"Phil Pressey","pressph01","2014-15"
"2015","16",24,"TOT","NBA","PG",23,283,10.6,0.433,0.231,0.321,1.1,11.1,6,40.7,3.1,1.1,27,18.7,-0.4,0.3,-0.1,-0.017,-3.3,0.1,-3.2,-0.1,"Phil Pressey","pressph01","2015-16"
"1986","87",23,"SAC","NBA","SF",67,913,11.8,0.458,0.088,0.151,8.1,13,10.5,17.7,2.1,1.3,15.7,17.5,0,0.7,0.7,0.035,-1.2,0.6,-0.6,0.3,"Harold Pressley","pressha01","1986-87"
"1987","88",24,"SAC","NBA","SF",80,2029,12.7,0.51,0.157,0.185,7.4,12.4,9.9,12.7,2,1.5,15.1,17.8,0.9,1.3,2.2,0.052,-0.8,-0.1,-0.8,0.6,"Harold Pressley","pressha01","1987-88"
"1988","89",25,"SAC","NBA","PF",80,2257,15.7,0.529,0.338,0.141,10.1,13,11.5,11.3,2,1.9,11.8,19.1,2.7,2.1,4.8,0.102,1.7,0.2,1.9,2.2,"Harold Pressley","pressha01","1988-89"
"1989","90",26,"SAC","NBA","SF",72,1603,13.7,0.506,0.261,0.249,6.7,15.1,10.9,13.5,1.8,1.3,12.3,19.3,0.8,1.5,2.3,0.069,-0.2,0.2,0,0.8,"Harold Pressley","pressha01","1989-90"
"2009","10",23,"IND","NBA","PG",56,865,14,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2,0.2,13.2,22.7,0.4,0.8,1.2,0.065,-0.1,-0.4,-0.5,0.3,"A.J. Price","priceaj01","2009-10"
"2010","11",24,"IND","NBA","PG",50,795,10.7,0.454,0.466,0.253,2.3,7.8,5,22.7,1.8,0.1,13,22.7,-0.4,0.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2,"A.J. Price","priceaj01","2010-11"
"2011","12",25,"IND","NBA","PG",44,568,11.5,0.454,0.506,0.201,2.6,9.4,6,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.6,-0.5,-1,0.1,"A.J. Price","priceaj01","2011-12"
"2012","13",26,"WAS","NBA","PG",57,1278,12.4,0.501,0.484,0.15,1.7,8.2,4.9,26.4,1.3,0.2,12.7,18,1,1.2,2.2,0.084,-0.2,-0.4,-0.6,0.5,"A.J. Price","priceaj01","2012-13"
"2013","14",27,"MIN","NBA","SG",28,99,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0,13,23.2,-0.1,0,0,-0.012,-2.4,-2.4,-4.8,-0.1,"A.J. Price","priceaj01","2013-14"
"2014","15",28,"TOT","NBA","PG",26,324,12,0.451,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0,8.7,22.5,0,0.2,0.3,0.041,-0.3,-1.1,-1.4,0,"A.J. Price","priceaj01","2014-15"
"1992","93",24,"WSB","NBA","PG",68,859,9.3,0.424,0.172,0.244,3.6,10,6.7,25,3.2,0.2,21.6,19.5,-1.4,0.7,-0.6,-0.035,-4.7,-0.1,-4.8,-0.6,"Brent Price","pricebr01","1992-93"
"1993","94",25,"WSB","NBA","PG",65,1035,13.2,0.549,0.46,0.267,3.4,6.8,5.1,30.5,2.7,0.1,24.6,20,0.5,0.2,0.7,0.033,-0.2,-1.9,-2.1,0,"Brent Price","pricebr01","1993-94"
"1995","96",27,"WSB","NBA","PG",81,2042,17.5,0.655,0.564,0.358,2.2,10.7,6.6,29.7,2,0.1,19.8,16.9,5.6,1.8,7.4,0.174,3,0.1,3,2.6,"Brent Price","pricebr01","1995-96"
"1996","97",28,"HOU","NBA","PG",25,390,12,0.551,0.505,0.2,3.1,5.4,4.3,25.6,2.3,0,21.9,17.1,0.4,0.4,0.7,0.092,-1.1,-0.3,-1.4,0.1,"Brent Price","pricebr01","1996-97"
"1997","98",29,"HOU","NBA","PG",72,1332,10.9,0.575,0.603,0.316,3.3,6.1,4.8,22.3,2.1,0.2,23.9,15.8,1.2,0.4,1.6,0.059,-1.1,-0.9,-2,0,"Brent Price","pricebr01","1997-98"
"1998","99",30,"HOU","NBA","PG",40,806,15,0.624,0.541,0.295,2.8,8.2,5.7,23.3,2.2,0.1,21.8,17.4,1.6,0.5,2.2,0.128,0.4,-0.1,0.3,0.5,"Brent Price","pricebr01","1998-99"
"1999","00",31,"VAN","NBA","PG",41,424,9.5,0.518,0.571,0.328,2.2,8.2,5.2,25.8,2.1,0.2,25.7,19.7,-0.1,0.1,0.1,0.009,-2.4,-1.6,-4,-0.2,"Brent Price","pricebr01","1999-00"
"2001","02",33,"SAC","NBA","PG",20,89,6.6,0.474,0.556,0.481,4.9,4.7,4.8,13.9,1.7,0.7,23.4,20.9,-0.1,0.1,0,-0.009,-4.9,-1,-5.9,-0.1,"Brent Price","pricebr01","2001-02"
"1986","87",22,"CLE","NBA","PG",67,1217,11.3,0.489,0.165,0.269,2.9,7.4,5.2,23.5,1.7,0.2,18.1,19.1,0,1.1,1.1,0.043,-1.7,-0.9,-2.6,-0.2,"Mark Price","pricema01","1986-87"
"1987","88",23,"CLE","NBA","PG",80,2626,17.6,0.589,0.152,0.259,2.5,5.5,4,28.1,1.9,0.3,14.5,20.6,5.6,2.2,7.8,0.143,2.9,-0.7,2.2,2.8,"Mark Price","pricema01","1987-88"
"1988","89",24,"CLE","NBA","PG",75,2728,20.6,0.623,0.21,0.29,2.1,7,4.7,33.8,2.1,0.1,15.7,21,8,3.3,11.3,0.199,4.5,0,4.5,4.5,"Mark Price","pricema01","1988-89"
"1989","90",25,"CLE","NBA","PG",73,2706,21.1,0.589,0.351,0.317,2.7,7.7,5.2,39.2,2.1,0.1,15,22.8,7.6,2.5,10.1,0.179,5.3,-0.2,5.2,4.9,"Mark Price","pricema01","1989-90"
"1991","92",27,"CLE","NBA","PG",72,2138,22.7,0.61,0.291,0.318,2.1,6.8,4.5,37.9,2.2,0.3,13.5,24.1,7.5,1.6,9.1,0.205,6.1,-0.4,5.8,4.2,"Mark Price","pricema01","1991-92"
"1992","93",28,"CLE","NBA","PG",75,2380,22.1,0.609,0.297,0.309,1.9,7.6,4.8,38.1,1.9,0.3,14.9,24.5,7.4,2.3,9.8,0.197,5.8,-0.6,5.3,4.4,"Mark Price","pricema01","1992-93"
"1993","94",29,"CLE","NBA","PG",76,2386,22.7,0.586,0.296,0.267,1.9,9.2,5.6,42,2.3,0.3,14.4,24.6,7.6,2.4,10,0.201,6.3,0.1,6.4,5,"Mark Price","pricema01","1993-94"
"1994","95",30,"CLE","NBA","PG",48,1375,20.6,0.554,0.413,0.265,2.2,8.2,5.1,48,1.4,0.2,17.2,28.8,2.8,1.4,4.2,0.147,5.9,-1,4.9,2.4,"Mark Price","pricema01","1994-95"
"1996","97",32,"GSW","NBA","PG",70,1876,16.5,0.597,0.48,0.29,2.3,9.1,5.7,29.8,1.9,0.1,19.5,19.6,3.7,0.3,4,0.102,2.8,-1.6,1.2,1.5,"Mark Price","pricema01","1996-97"
"1997","98",33,"ORL","NBA","PG",63,1430,14.9,0.518,0.292,0.194,1.9,8.8,5.3,38.6,2,0.3,21.9,23.7,0.5,1.3,1.7,0.058,0.8,-1.2,-0.4,0.6,"Mark Price","pricema01","1997-98"
"2005","06",22,"SAC","NBA","PG",29,150,10.5,0.474,0.466,0.207,3.9,7.7,5.8,12.1,2.1,0,13.6,22.4,-0.1,0.1,0.1,0.021,-2.5,-0.7,-3.2,0,"Ronnie Price","pricero01","2005-06"
"2006","07",23,"SAC","NBA","PG",58,563,10.5,0.489,0.378,0.32,3.1,11.9,7.4,13.7,2.5,0.5,14.4,18.3,-0.1,0.5,0.4,0.035,-2.4,0.6,-1.8,0,"Ronnie Price","pricero01","2006-07"
"2007","08",24,"UTA","NBA","PG",61,588,12.3,0.516,0.368,0.186,1.7,7.8,4.8,19.4,2.8,0.4,12,19.1,0.5,0.6,1.1,0.094,-1.8,1.1,-0.7,0.2,"Ronnie Price","pricero01","2007-08"
"2008","09",25,"UTA","NBA","PG",52,738,8.5,0.465,0.3,0.222,1.9,9.2,5.6,21.3,2.7,0.5,21.5,17.2,-0.7,0.8,0.1,0.009,-3.9,0.4,-3.5,-0.3,"Ronnie Price","pricero01","2008-09"
"2009","10",26,"UTA","NBA","PG",60,806,10.3,0.476,0.26,0.244,4.2,6.6,5.4,22,2.5,1.3,17.3,18,-0.1,1,0.9,0.056,-2.5,1.2,-1.3,0.1,"Ronnie Price","pricero01","2009-10"
"2010","11",27,"UTA","NBA","SG",59,717,5.5,0.434,0.329,0.186,3.7,6.6,5.1,11.7,3.1,0.6,19.5,18,-1.2,0.5,-0.7,-0.048,-6.2,-0.1,-6.3,-0.8,"Ronnie Price","pricero01","2010-11"
"2011","12",28,"PHO","NBA","PG",36,517,8.4,0.465,0.338,0.192,4,8.2,6.1,18.7,3.4,0.4,24.6,16.4,-0.4,0.5,0.1,0.008,-4.7,1.5,-3.1,-0.2,"Ronnie Price","pricero01","2011-12"
"2012","13",29,"POR","NBA","PG",39,510,6.8,0.402,0.325,0.2,2.9,7.2,5,21,2.7,0.4,20.7,14.8,-0.5,0.3,-0.2,-0.017,-5.4,0.5,-4.9,-0.4,"Ronnie Price","pricero01","2012-13"
"2013","14",30,"ORL","NBA","SG",31,377,7.6,0.379,0.467,0.141,2.4,10.5,6.5,25.6,3.4,0.4,21,15,-0.5,0.4,-0.1,-0.007,-5.6,1.2,-4.3,-0.2,"Ronnie Price","pricero01","2013-14"
"2014","15",31,"LAL","NBA","PG",43,982,10.2,0.455,0.489,0.202,2.1,5.8,3.9,24.4,3.5,0.3,17.6,13.4,0.2,0.6,0.7,0.036,-3.5,0.9,-2.6,-0.1,"Ronnie Price","pricero01","2014-15"
"2015","16",32,"PHO","NBA","PG",62,1211,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3,0.9,17.9,13.7,0.4,1,1.4,0.056,-3.2,1.4,-1.8,0.1,"Ronnie Price","pricero01","2015-16"
"2012","13",35,"NYK","NBA","PG",78,1263,13,0.595,0.609,0.114,3.7,9.8,6.6,27.5,2.9,0.1,27.1,11.7,2,1.3,3.2,0.123,-0.8,0.9,0.1,0.7,"Pablo Prigioni","prigipa01","2012-13"
"2013","14",36,"NYK","NBA","PG",66,1283,13,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,-0.3,0.8,0.5,0.8,"Pablo Prigioni","prigipa01","2013-14"
"2014","15",37,"TOT","NBA","PG",67,1197,12.2,0.557,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,1.3,1,2.3,0.092,-1.4,1.3,0,0.6,"Pablo Prigioni","prigipa01","2014-15"
"2014","15",37,"NYK","NBA","PG",43,795,12.7,0.583,0.714,0.161,2.5,9.3,5.8,20.4,3.4,0.1,21.4,12.7,0.7,0.5,1.2,0.075,-1,1,0.1,0.4,"Pablo Prigioni","prigipa01","2014-15"
"2014","15",37,"HOU","NBA","PG",24,402,11.4,0.496,0.761,0.224,3.3,7.4,5.4,23.5,3.3,0,16.9,9.6,0.6,0.5,1.1,0.127,-2.1,1.9,-0.2,0.2,"Pablo Prigioni","prigipa01","2014-15"
"2015","16",38,"LAC","NBA","PG",59,823,10.2,0.482,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11,0.3,1.1,1.5,0.087,-2.5,2.1,-0.4,0.3,"Pablo Prigioni","prigipa01","2015-16"
"2016","17",22,"ATL","NBA","SF",59,981,9.8,0.513,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,-0.4,1.5,1.1,0.054,-3.5,1.7,-1.8,0,"Taurean Prince","princta02","2016-17"
"2017","18",23,"ATL","NBA","SF",82,2464,12.8,0.549,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,0,2,2,0.038,-0.5,-0.6,-1.1,0.6,"Taurean Prince","princta02","2017-18"
"2018","19",24,"ATL","NBA","SF",55,1552,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-1,-1,-2,0,"Taurean Prince","princta02","2018-19"
"2019","20",25,"BRK","NBA","PF",64,1857,9.1,0.497,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,"Taurean Prince","princta02","2019-20"
"2020","21",26,"TOT","NBA","PF",29,620,11.3,0.523,0.486,0.255,2.7,16.1,9.4,11.5,1.5,2.7,11.8,18.3,0.1,0.6,0.7,0.051,-1.6,-0.6,-2.2,0,"Taurean Prince","princta02","2020-21"
"2002","03",22,"DET","NBA","SF",42,435,11.7,0.546,0.398,0.144,1.3,11.1,6.1,9.9,1.3,2.4,14.3,16.2,0.2,0.6,0.8,0.084,-0.6,0.5,0,0.2,"Tayshaun Prince","princta01","2002-03"
"2003","04",23,"DET","NBA","SF",82,2701,13.3,0.536,0.217,0.195,4,12.5,8.4,12.4,1.3,1.9,13.2,15.6,3,4.6,7.5,0.134,0.4,1.4,1.8,2.6,"Tayshaun Prince","princta01","2003-04"
