"Start","End","Age","Team","League","Position","G","MP","PER","True_Shooting_Percentage","three_point_attempt_rate","Free_throw_rate","Offensive_rebound_percentage","Defensive_rebound_percentage","Total_rebound_percentage","Assistant_percentage","Steal_percentage","Block_percentage","Turnover_percentage","UsaGE_percentage","Offensive_win_shares","Defensive_win_shares","win_shares","win_shares_per_48_minutes","Offensive_box_plus_minus","Defensive_box_plus_minus","Box_plus_minus","Value_over_replacement_player","Player","ID","Season"
"2000","01",22,"LAL","NBA","SG",68,2783,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23,2.1,1.1,11.1,31.8,9.2,2.2,11.3,0.196,5.1,-0.3,4.8,4.7,"Kobe Bryant*","bryanko01","2000-01"
"2001","02",23,"LAL","NBA","SG",80,3063,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2,0.8,10.7,30.4,8.9,3.8,12.7,0.199,4.3,0.3,4.6,5.2,"Kobe Bryant*","bryanko01","2001-02"
"2002","03",24,"LAL","NBA","SG",82,3401,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11,4,14.9,0.21,6.3,0.7,7.1,7.7,"Kobe Bryant*","bryanko01","2002-03"
"2003","04",25,"LAL","NBA","SG",65,2447,23.7,0.551,0.184,0.452,4.7,12,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3,10.7,0.21,5.1,0.5,5.6,4.7,"Kobe Bryant*","bryanko01","2003-04"
"2004","05",26,"LAL","NBA","SG",66,2689,23.3,0.563,0.292,0.502,4,12.4,8.2,28.5,1.7,1.4,14.3,31.7,7.1,1,8.1,0.145,5.7,-0.8,5,4.7,"Kobe Bryant*","bryanko01","2004-05"
"2005","06",27,"LAL","NBA","SG",80,3277,28,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9,38.7,11.6,3.7,15.3,0.224,7.4,0.2,7.6,8,"Kobe Bryant*","bryanko01","2005-06"
"2006","07",28,"LAL","NBA","SG",77,3140,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13,0.199,6.4,-0.5,5.9,6.1,"Kobe Bryant*","bryanko01","2006-07"
"2007","08",29,"LAL","NBA","SG",82,3192,24.2,0.576,0.246,0.439,3.4,14.1,9,23.9,2.4,0.9,11.3,31.4,9.5,4.3,13.8,0.208,5.2,0.6,5.8,6.3,"Kobe Bryant*","bryanko01","2007-08"
"2008","09",30,"LAL","NBA","SG",82,2960,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1,9.7,32.2,8.6,4,12.7,0.206,5.6,0.3,5.9,5.9,"Kobe Bryant*","bryanko01","2008-09"
"2009","10",31,"LAL","NBA","SG",73,2835,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4,9.4,0.16,3.9,0.2,4.1,4.4,"Kobe Bryant*","bryanko01","2009-10"
"2010","11",32,"LAL","NBA","SG",82,2779,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,0.178,5.4,-0.2,5.2,5,"Kobe Bryant*","bryanko01","2010-11"
"2011","12",33,"LAL","NBA","SG",58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,4.2,-0.9,3.3,2.9,"Kobe Bryant*","bryanko01","2011-12"
"2012","13",34,"LAL","NBA","SG",78,3013,23,0.57,0.255,0.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,8.4,2.6,10.9,0.174,4.7,-0.1,4.6,5,"Kobe Bryant*","bryanko01","2012-13"
"2014","15",36,"LAL","NBA","SG",35,1207,17.6,0.477,0.258,0.338,2.3,16.5,9.1,29.9,2,0.5,13.5,34.9,-0.4,0.6,0.2,0.006,2,-1.7,0.3,0.7,"Kobe Bryant*","bryanko01","2014-15"
"2015","16",37,"LAL","NBA","SF",66,1863,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,-0.9,0.5,-0.4,-0.01,0.9,-2.4,-1.6,0.2,"Kobe Bryant*","bryanko01","2015-16"
"1988","89",23,"POR","NBA","PF",56,803,9.1,0.505,0,0.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,0.4,0.7,1.1,0.063,-3.5,-0.7,-4.2,-0.5,"Mark Bryant","bryanma01","1988-89"
"1989","90",24,"POR","NBA","PF",58,562,9.1,0.48,0,0.327,10.3,18,14.1,3,1.5,1,12.5,14,0.2,0.9,1,0.088,-3.5,0.5,-3.1,-0.2,"Mark Bryant","bryanma01","1989-90"
"1990","91",25,"POR","NBA","PF",53,781,11.2,0.55,0.005,0.498,9.3,17.5,13.5,4.5,0.9,0.9,11.8,14.6,1,1.1,2.1,0.129,-2.2,-0.2,-2.4,-0.1,"Mark Bryant","bryanma01","1990-91"
"1991","92",26,"POR","NBA","PF",56,800,11.3,0.512,0.015,0.303,11.9,15.5,13.7,6.8,1.6,0.6,11.8,12.9,0.9,1.2,2.1,0.125,-1.6,0.1,-1.4,0.1,"Mark Bryant","bryanma01","1991-92"
"1992","93",27,"POR","NBA","C",80,1396,11.2,0.547,0.003,0.4,10,15.5,12.7,4.1,1.3,1,13,14.7,1.5,1.8,3.2,0.111,-2.9,-0.1,-3,-0.3,"Mark Bryant","bryanma01","1992-93"
"1993","94",28,"POR","NBA","C",79,1441,9.9,0.514,0.003,0.271,8.5,15.6,11.9,3.5,1.1,1.3,13.3,14,0.9,1.4,2.3,0.076,-3.2,-0.4,-3.6,-0.6,"Mark Bryant","bryanma01","1993-94"
"1994","95",29,"POR","NBA","PF",49,658,13.2,0.555,0.01,0.328,9,19.1,13.8,6.4,1.5,1.8,15.1,16.6,0.6,1,1.6,0.116,-2.5,1.2,-1.3,0.1,"Mark Bryant","bryanma01","1994-95"
"1995","96",30,"HOU","NBA","PF",71,1587,13.1,0.583,0.004,0.397,9.6,15.3,12.5,5.2,1,0.9,14,17.3,2.1,1.4,3.6,0.107,-2.5,-1.1,-3.7,-0.7,"Mark Bryant","bryanma01","1995-96"
"1996","97",31,"PHO","NBA","PF",41,1018,13.3,0.589,0,0.393,7.7,16.5,12.2,7.2,1.1,0.4,12.5,16.3,1.6,0.7,2.3,0.109,-1.3,-1,-2.3,-0.1,"Mark Bryant","bryanma01","1996-97"
"1997","98",32,"PHO","NBA","C",70,1110,10.2,0.545,0.004,0.422,9.9,15.6,12.8,6,1.7,1,17.9,13.3,1,1.6,2.5,0.109,-3.5,0.5,-3.1,-0.3,"Mark Bryant","bryanma01","1997-98"
"1998","99",33,"CHI","NBA","PF",45,1204,12.1,0.513,0.003,0.316,8.6,14.4,11.4,8,1.5,1,14.6,18.1,0.5,1,1.5,0.06,-2.6,-0.8,-3.4,-0.4,"Mark Bryant","bryanma01","1998-99"
"1999","00",34,"CLE","NBA","PF",75,1712,8.9,0.547,0,0.272,8.1,14.9,11.5,5.5,0.9,1.3,18.3,12,1,1.4,2.4,0.067,-3.4,-0.2,-3.5,-0.7,"Mark Bryant","bryanma01","1999-00"
"2001","02",36,"SAS","NBA","PF",30,206,11.5,0.478,0,0.145,14.4,10.3,12.3,7.9,1.8,0.7,9.3,14.6,0.3,0.3,0.6,0.133,-2.9,0.2,-2.7,0,"Mark Bryant","bryanma01","2001-02"
"2018","19",21,"WAS","NBA","C",72,1496,21,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.178,2.3,-0.3,2,1.5,"Thomas Bryant","bryanth01","2018-19"
"2019","20",22,"WAS","NBA","C",46,1147,21.1,0.649,0.218,0.278,9,23.1,15.8,11.1,1,3.7,10.2,18.9,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2,"Thomas Bryant","bryanth01","2019-20"
"1984","85",25,"DAL","NBA","C",56,860,10.3,0.49,0,0.297,9.6,22.6,16,11.9,1.2,1.6,21.6,10.4,0.3,1,1.3,0.073,-1.9,1.2,-0.7,0.3,"Wallace Bryant","bryanwa01","1984-85"
"1999","00",23,"DAL","NBA","SG",48,923,12.1,0.527,0.112,0.27,6.6,13.7,10.1,8.6,2.1,1.5,12.1,14.2,1,0.8,1.8,0.094,-2.2,0.7,-1.5,0.1,"Greg Buckner","buckngr01","1999-00"
"2000","01",24,"DAL","NBA","SG",37,820,12.1,0.503,0.036,0.422,8.4,12.9,10.7,8.8,2.1,0.8,10.6,14.1,1.1,0.9,2,0.118,-1.2,0.7,-0.5,0.3,"Greg Buckner","buckngr01","2000-01"
"2001","02",25,"DAL","NBA","SG",44,885,13.3,0.566,0.081,0.293,8.6,13.1,10.9,7.9,1.8,1.5,10.8,12.8,1.7,0.6,2.3,0.126,-0.4,0.6,0.2,0.5,"Greg Buckner","buckngr01","2001-02"
"2002","03",26,"PHI","NBA","SG",75,1514,11.6,0.519,0.138,0.204,5.5,11.4,8.4,10.1,2.5,0.8,12.5,14.7,1.5,1.7,3.1,0.1,-1.7,0.9,-0.8,0.5,"Greg Buckner","buckngr01","2002-03"
"2003","04",27,"PHI","NBA","SG",53,703,7.4,0.439,0.251,0.154,4.7,12.4,8.6,11,1.6,0.4,15.4,14.8,-0.3,0.7,0.3,0.024,-3.8,0.3,-3.5,-0.3,"Greg Buckner","buckngr01","2003-04"
"2004","05",28,"DEN","NBA","SG",70,1522,13.7,0.638,0.399,0.267,5,10.7,7.9,13.2,2.5,0.3,12.6,11.4,3,1.8,4.8,0.153,-0.2,1.7,1.4,1.3,"Greg Buckner","buckngr01","2004-05"
"2005","06",29,"DEN","NBA","SG",73,1758,11.4,0.556,0.583,0.132,2.1,11.7,6.9,10.8,2.5,0.9,10.5,12.6,1.7,2,3.8,0.103,-1.2,1.7,0.5,1.1,"Greg Buckner","buckngr01","2005-06"
"2006","07",30,"DAL","NBA","SG",76,1372,7.8,0.486,0.344,0.114,3.1,10.6,6.9,7.6,1.8,0.4,11.3,12,0.4,1.7,2.2,0.076,-3.1,1.3,-1.7,0.1,"Greg Buckner","buckngr01","2006-07"
"2007","08",31,"MIN","NBA","SG",31,520,7.2,0.489,0.427,0.188,2.2,12.7,7.2,10.8,2.1,0.3,18.6,13.5,-0.2,0.3,0.1,0.008,-4.4,0.2,-4.1,-0.3,"Greg Buckner","buckngr01","2007-08"
"2008","09",32,"MEM","NBA","SF",63,878,6.3,0.456,0.321,0.157,4.4,13.9,9.1,9.9,1.8,0.7,18.3,11.1,-0.4,0.7,0.3,0.019,-4.4,0.4,-4,-0.4,"Greg Buckner","buckngr01","2008-09"
"1984","85",30,"BOS","NBA","PG",75,858,7.5,0.419,0.005,0.259,3.5,7.5,5.6,20.1,3.5,0.1,23.8,13.4,-0.7,1.2,0.5,0.027,-5.2,2,-3.1,-0.3,"Quinn Buckner","bucknqu01","1984-85"
"1985","86",31,"IND","NBA","PG",32,419,9.9,0.505,0.01,0.26,2.3,10.8,6.6,27.2,4.5,0.4,32.2,16.7,-0.6,0.7,0.2,0.02,-5,3.4,-1.6,0,"Quinn Buckner","bucknqu01","1985-86"
"2009","10",21,"HOU","NBA","SF",74,1488,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,1.1,-0.7,0.5,0.9,"Chase Budinger","budinch01","2009-10"
"2010","11",22,"HOU","NBA","SF",78,1738,14.2,0.534,0.418,0.21,3.4,15,9.2,11.5,1.2,0.7,8.5,19.9,2.2,1.2,3.4,0.095,0.6,-0.8,-0.2,0.8,"Chase Budinger","budinch01","2010-11"
"2011","12",23,"HOU","NBA","SF",58,1298,14.9,0.556,0.465,0.149,3.4,16.2,9.7,9.3,1.2,0.4,9.9,19.5,2,1,3,0.111,1.8,-0.6,1.2,1,"Chase Budinger","budinch01","2011-12"
"2012","13",24,"MIN","NBA","SF",23,508,12.6,0.516,0.424,0.22,3.3,13,8,8.3,1.4,1.1,9.9,20.5,0.3,0.4,0.7,0.066,-0.6,-0.8,-1.4,0.1,"Chase Budinger","budinch01","2012-13"
"2013","14",25,"MIN","NBA","SF",41,751,9.7,0.505,0.472,0.154,2.7,12.5,7.5,6.2,1.2,0.2,8.1,16.7,0.3,0.6,0.9,0.059,-1.7,-0.8,-2.5,-0.1,"Chase Budinger","budinch01","2013-14"
"2014","15",26,"MIN","NBA","SF",67,1286,12.2,0.537,0.367,0.208,2.8,15.1,8.8,8,1.7,0.6,10.3,16.3,1.1,0.2,1.3,0.049,-0.5,-1.3,-1.8,0,"Chase Budinger","budinch01","2014-15"
"2015","16",27,"TOT","NBA","SF",66,929,10.7,0.514,0.36,0.234,5,12.6,8.8,10.2,1.7,0.9,14.3,14.5,0.4,1,1.4,0.073,-1.8,0.5,-1.3,0.2,"Chase Budinger","budinch01","2015-16"
"2015","16",27,"IND","NBA","SF",49,729,11.1,0.502,0.356,0.247,4.7,13.4,9.1,9.9,2,1,12.6,14.9,0.3,1,1.3,0.084,-1.7,0.9,-0.7,0.2,"Chase Budinger","budinch01","2015-16"
"1990","91",22,"NJN","NBA","SF",74,859,10,0.455,0.018,0.292,7.2,10.2,8.6,8.2,1.9,1,9.3,13.1,0.4,0.8,1.2,0.065,-2.3,0.2,-2.1,0,"Jud Buechler","buechju01","1990-91"
"1991","92",23,"TOT","NBA","SF",28,290,10.1,0.436,0.014,0.296,6.8,12.6,9.8,10,3.2,1.5,13.9,13.2,0,0.4,0.4,0.061,-2.3,2.3,0,0.2,"Jud Buechler","buechju01","1991-92"
"1992","93",24,"GSW","NBA","SF",70,1287,11.5,0.495,0.146,0.216,7,9.9,8.5,9.9,1.8,0.9,11.1,15.7,1,0.8,1.8,0.067,-0.8,-0.3,-1,0.3,"Jud Buechler","buechju01","1992-93"
"1993","94",25,"GSW","NBA","SF",36,218,14.9,0.571,0.345,0.238,6.6,9.3,7.9,10.6,1.8,0.3,11.5,19.8,0.4,0.1,0.5,0.112,0.3,-1,-0.7,0.1,"Jud Buechler","buechju01","1993-94"
"1994","95",26,"CHI","NBA","SF",57,605,13.8,0.542,0.262,0.213,7,12.1,9.6,12.6,2.1,1.5,13,16.9,0.7,0.9,1.5,0.122,-0.3,0.6,0.3,0.4,"Jud Buechler","buechju01","1994-95"
"1995","96",27,"CHI","NBA","SF",74,740,14.1,0.552,0.372,0.091,7.1,10.4,8.7,11.1,2.4,0.7,13.4,17.3,1,1.2,2.3,0.148,0.8,1,1.7,0.7,"Jud Buechler","buechju01","1995-96"
"1996","97",28,"CHI","NBA","SF",76,703,9.8,0.423,0.342,0.089,7.3,12.8,10.1,11.4,1.7,2.2,14.1,12.1,0.1,1.1,1.2,0.082,-1.7,0.9,-0.9,0.2,"Jud Buechler","buechju01","1996-97"
"1997","98",29,"CHI","NBA","SF",74,608,14.1,0.554,0.369,0.034,4.5,10,7.3,12.8,2,1.8,10.5,14.7,1,0.9,1.9,0.151,0.9,1.8,2.7,0.7,"Jud Buechler","buechju01","1997-98"
"1998","99",30,"DET","NBA","SF",50,1056,12.2,0.553,0.617,0.075,3.3,12.1,7.7,9.1,1.9,1,7.8,12.1,1.7,1.2,2.9,0.131,1.1,1,2.1,1.1,"Jud Buechler","buechju01","1998-99"
"1999","00",31,"DET","NBA","SF",58,657,8.2,0.409,0.532,0.045,5.3,10.7,8,7.3,1.9,1.8,7.6,11.5,0,0.5,0.5,0.037,-1.2,0.5,-0.7,0.2,"Jud Buechler","buechju01","1999-00"
"2000","01",32,"DET","NBA","SF",57,737,9.9,0.57,0.47,0.073,2.9,11,6.8,8.4,1.4,1,12.9,11.4,0.8,0.7,1.5,0.098,-1.8,0.9,-0.9,0.2,"Jud Buechler","buechju01","2000-01"
"2001","02",33,"TOT","NBA","SF",66,684,7.8,0.463,0.508,0.034,4.7,14.3,9.5,6.5,1.6,0.8,11.1,8.8,0.2,0.6,0.8,0.059,-2.4,0.2,-2.2,0,"Jud Buechler","buechju01","2001-02"
"2001","02",33,"ORL","NBA","SF",60,630,8,0.461,0.482,0.036,4.8,14.5,9.6,6.5,1.6,0.9,11,9.1,0.2,0.6,0.8,0.058,-2.3,0.2,-2.1,0,"Jud Buechler","buechju01","2001-02"
"1999","00",22,"MIA","NBA","SG",34,386,11.2,0.457,0.192,0.146,3.1,10.9,7.2,9.2,1.4,1.5,5.3,20.5,0.1,0.5,0.6,0.072,-2.5,-0.5,-3,-0.1,"Rodney Buford","buforro01","1999-00"
"2000","01",23,"PHI","NBA","SF",47,573,11.3,0.489,0.158,0.12,3.2,11.2,7.3,5.4,1.6,0.8,10.3,22.3,0.1,0.7,0.8,0.071,-2.5,-0.5,-2.9,-0.1,"Rodney Buford","buforro01","2000-01"
"2001","02",24,"MEM","NBA","SG",63,1769,10.1,0.47,0.118,0.135,3.3,13.9,8.6,7,1.3,0.5,9.1,17.8,-0.2,1,0.8,0.022,-3,-1.1,-4.2,-1,"Rodney Buford","buforro01","2001-02"
"2003","04",26,"SAC","NBA","SF",22,141,6.2,0.35,0.036,0.107,4.9,7.1,6,7.6,2.2,0.5,6.4,20.1,-0.3,0.1,-0.2,-0.063,-5.1,-2.1,-7.2,-0.2,"Rodney Buford","buforro01","2003-04"
"2004","05",27,"NJN","NBA","SF",64,1313,9.5,0.437,0.221,0.092,3,14.5,8.7,8.7,1.6,0.3,6.4,19.4,-0.8,1.6,0.8,0.03,-2.9,-0.6,-3.5,-0.5,"Rodney Buford","buforro01","2004-05"
"1991","92",24,"HOU","NBA","PF",80,1278,12.6,0.546,0.371,0.112,6.5,12.7,9.7,8.9,1,1,10.7,17.8,1.3,1,2.4,0.089,0.1,-0.7,-0.6,0.5,"Matt Bullard","bullama01","1991-92"
"1992","93",25,"HOU","NBA","PF",79,1356,13.6,0.546,0.492,0.15,5.9,12.3,9.3,12.1,1.1,0.5,9.8,19,1.9,1.4,3.4,0.119,1.2,-0.7,0.5,0.8,"Matt Bullard","bullama01","1992-93"
"1993","94",26,"HOU","NBA","PF",65,725,8.8,0.476,0.681,0.115,3.7,8.9,6.4,12.6,1,0.5,10.5,16.2,0.2,0.8,1,0.068,-1.4,-0.4,-1.8,0,"Matt Bullard","bullama01","1993-94"
"1995","96",28,"ATL","NBA","PF",46,460,11.5,0.509,0.444,0.123,4.4,11.3,7.7,6.4,2,1.9,12.3,19,0.2,0.4,0.6,0.065,-1.3,-0.3,-1.6,0,"Matt Bullard","bullama01","1995-96"
"1996","97",29,"HOU","NBA","PF",71,1025,10.3,0.535,0.644,0.12,1.5,11.2,6.6,10,1.1,1.3,11.3,15,0.7,1,1.7,0.08,-0.4,0,-0.4,0.4,"Matt Bullard","bullama01","1996-97"
"1997","98",30,"HOU","NBA","SF",67,1190,13.8,0.581,0.594,0.069,2.5,11.9,7.3,8.5,1.4,1.4,8.9,16.8,2,0.5,2.5,0.102,1.9,-0.6,1.3,1,"Matt Bullard","bullama01","1997-98"
"1998","99",31,"HOU","NBA","PF",41,413,9.6,0.494,0.544,0.088,2.7,8.8,5.9,7,1.7,0.7,10.6,15.1,0.2,0.2,0.5,0.052,-0.8,-0.6,-1.3,0.1,"Matt Bullard","bullama01","1998-99"
"1999","00",32,"HOU","NBA","PF",56,1024,11.9,0.541,0.521,0.088,1.5,13.4,7.6,9.9,0.9,0.8,9.2,16.7,1.3,0.6,1.8,0.087,0.3,-0.6,-0.3,0.4,"Matt Bullard","bullama01","1999-00"
"2000","01",33,"HOU","NBA","PF",61,1000,13,0.569,0.698,0.046,2.6,12.2,7.5,6.9,0.5,0.6,3.7,14.9,2.2,0.4,2.6,0.125,2.5,-1,1.5,0.9,"Matt Bullard","bullama01","2000-01"
"2001","02",34,"CHH","NBA","PF",31,350,6.8,0.436,0.496,0.104,3.3,12,7.7,7.4,0.3,0.4,9.1,17.3,-0.1,0.2,0.1,0.016,-2.8,-1.9,-4.7,-0.2,"Matt Bullard","bullama01","2001-02"
"2013","14",22,"LAC","NBA","SF",43,395,6.7,0.46,0.603,0.074,3.2,11.7,7.6,4.3,1.1,0.2,9.4,15.4,-0.2,0.3,0.2,0.019,-2.5,-0.9,-3.3,-0.1,"Reggie Bullock","bullore01","2013-14"
"2014","15",23,"TOT","NBA","SF",36,338,6.2,0.466,0.657,0.129,0.3,16,8.3,3.2,1.5,0.9,9.8,10.9,-0.2,0.3,0.1,0.019,-3.2,0,-3.2,-0.1,"Reggie Bullock","bullore01","2014-15"
"2014","15",23,"LAC","NBA","SF",25,263,8.8,0.578,0.722,0.093,0,16.8,8.6,3.1,1.7,0.6,9.6,10.7,0.1,0.3,0.4,0.074,-1.5,0.3,-1.2,0.1,"Reggie Bullock","bullore01","2014-15"
"2015","16",24,"DET","NBA","SF",37,429,12,0.583,0.541,0.153,3.4,14.3,8.6,9.2,1.2,0.4,7.1,11.4,0.8,0.4,1.2,0.134,0.1,0.7,0.8,0.3,"Reggie Bullock","bullore01","2015-16"
"2016","17",25,"DET","NBA","SF",31,467,11.7,0.538,0.57,0.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1,0.101,-1,1.3,0.3,0.3,"Reggie Bullock","bullore01","2016-17"
"2017","18",26,"DET","NBA","SF",62,1732,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,0.7,0,0.7,1.2,"Reggie Bullock","bullore01","2017-18"
"2018","19",27,"TOT","NBA","SG",63,1879,10.5,0.563,0.662,0.143,1.2,8.8,4.9,10.1,1,0.5,9.3,15.8,1.6,1.4,3.1,0.078,-0.7,-0.4,-1.1,0.4,"Reggie Bullock","bullore01","2018-19"
"2018","19",27,"DET","NBA","SG",44,1355,11,0.569,0.667,0.145,1.6,8.6,5,12,0.9,0.3,10.3,16.7,1.4,1,2.4,0.084,-0.1,-0.5,-0.6,0.5,"Reggie Bullock","bullore01","2018-19"
"2019","20",28,"NYK","NBA","SG",29,684,9.3,0.502,0.496,0.094,2,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.8,-0.3,-3,-0.2,"Reggie Bullock","bullore01","2019-20"
"2020","21",29,"NYK","NBA","SF",32,841,8.9,0.536,0.607,0.098,1.3,12.3,6.9,7.2,1.2,0.8,8.3,14.6,0.3,1,1.2,0.07,-2.3,0.3,-2.1,0,"Reggie Bullock","bullore01","2020-21"
"2002","03",29,"ORL","NBA","C",62,783,8.3,0.415,0.024,0.196,8.1,13.4,10.7,4.9,1.3,2.3,12.8,21.1,-1,0.6,-0.3,-0.021,-4.9,-1.7,-6.6,-0.9,"Pat Burke","burkepa01","2002-03"
"2005","06",32,"PHO","NBA","C",42,346,9.9,0.517,0.055,0.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,-0.3,0.4,0.1,0.009,-6.1,-0.1,-6.2,-0.4,"Pat Burke","burkepa01","2005-06"
"2006","07",33,"PHO","NBA","C",23,164,9.3,0.424,0.338,0.2,9,23.7,16.7,4.3,0.9,0.9,9,21.3,-0.1,0.2,0.1,0.015,-3.9,-2.1,-6,-0.2,"Pat Burke","burkepa01","2006-07"
"2013","14",21,"UTA","NBA","PG",70,2262,12.6,0.473,0.375,0.126,1.8,9,5.3,29.4,1,0.2,12.2,21.8,1,0,0.9,0.02,0,-2.6,-2.6,-0.4,"Trey Burke","burketr01","2013-14"
"2014","15",22,"UTA","NBA","PG",76,2288,12.6,0.455,0.388,0.144,1.6,8.7,5.2,25,1.5,0.5,10.4,23.9,0.8,1.6,2.4,0.05,-0.1,-1.3,-1.4,0.3,"Trey Burke","burketr01","2014-15"
"2015","16",23,"UTA","NBA","PG",64,1366,14,0.507,0.404,0.129,1.5,8,4.8,19.7,1.4,0.4,10.7,25.3,0.9,1.2,2.1,0.074,0.7,-1.2,-0.5,0.5,"Trey Burke","burketr01","2015-16"
"2016","17",24,"WAS","NBA","PG",57,703,10.8,0.532,0.275,0.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,0.036,-1.3,-1.8,-3,-0.2,"Trey Burke","burketr01","2016-17"
"2017","18",25,"NYK","NBA","PG",36,785,21,0.563,0.273,0.148,1.8,8.2,5,36.4,1.5,0.4,9.5,25.1,2,0.3,2.4,0.145,3.9,-1.4,2.5,0.9,"Trey Burke","burketr01","2017-18"
"2018","19",26,"TOT","NBA","PG",58,1125,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6,"Trey Burke","burketr01","2018-19"
"2018","19",26,"NYK","NBA","PG",33,689,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,0.044,0.9,-1.5,-0.6,0.2,"Trey Burke","burketr01","2018-19"
"2018","19",26,"DAL","NBA","PG",25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1,0.3,1.3,0.14,2.3,-1.1,1.2,0.3,"Trey Burke","burketr01","2018-19"
"2019","20",27,"TOT","NBA","PG",33,520,15.6,0.548,0.359,0.139,3.4,7,5.2,23.7,1.5,0.3,8.7,20,1,0.4,1.3,0.123,0.8,-1,-0.2,0.2,"Trey Burke","burketr01","2019-20"
"2019","20",27,"PHI","NBA","PG",25,329,15.4,0.545,0.299,0.142,5,6.7,5.9,23.9,1,0.3,8.2,19.2,0.6,0.2,0.9,0.127,0.7,-1.2,-0.5,0.1,"Trey Burke","burketr01","2019-20"
"2020","21",28,"DAL","NBA","PG",33,537,13.8,0.576,0.507,0.151,0.8,6,3.5,14.8,2,0.4,8,19.5,0.7,0.3,1,0.09,-0.2,-0.1,-0.3,0.2,"Trey Burke","burketr01","2020-21"
"2011","12",20,"UTA","NBA","SG",59,939,14,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.6,-1.4,-2,0,"Alec Burks","burksal01","2011-12"
"2012","13",21,"UTA","NBA","SG",64,1137,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13,1.6,0.9,14.3,20.7,0.3,0.7,1,0.044,-1.9,-0.7,-2.6,-0.2,"Alec Burks","burksal01","2012-13"
"2013","14",22,"UTA","NBA","SG",78,2193,15.8,0.547,0.172,0.449,3,10.7,6.8,16.9,1.7,0.5,13,23.9,2.6,0.6,3.2,0.07,0.2,-1,-0.8,0.7,"Alec Burks","burksal01","2013-14"
"2014","15",23,"UTA","NBA","SG",27,899,13,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.5,-1.2,-1.7,0.1,"Alec Burks","burksal01","2014-15"
"2015","16",24,"UTA","NBA","SG",31,797,14.3,0.52,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,0.2,-0.6,-0.4,0.3,"Alec Burks","burksal01","2015-16"
"2016","17",25,"UTA","NBA","SG",42,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-2.2,0,-2.3,0,"Alec Burks","burksal01","2016-17"
"2017","18",26,"UTA","NBA","SG",64,1059,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3,"Alec Burks","burksal01","2017-18"
"2018","19",27,"TOT","NBA","SG",64,1375,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,0.7,0.8,1.5,0.052,-0.6,-0.7,-1.2,0.3,"Alec Burks","burksal01","2018-19"
